Time,Altitude(m),Lat(°),Lon(°),Timestamp,Wind Bearing(°),Wind Speed(m/s),Pressure(Pa),Temperature(°C), Humidity(%RH)Home Latitude(°),Home Longitude(°),Home Altitude(m),Distance From Home(m),Bearing From Home(°)
19-04-2014 14:20:17.435,59.110,0.0000000,0.0000000,385400,0.000,0.000,100.617,24.100,0.000,-2.974,104.764,40.000,11646.955,-90.783
19-04-2014 14:20:22.449,59.190,0.0000000,0.0000000,390400,0.000,0.000,100.617,24.100,57.700,-2.974,104.764,40.000,11646.955,-90.783
19-04-2014 14:20:27.467,59.190,0.0000000,0.0000000,395600,0.000,0.000,100.616,24.100,58.100,-2.974,104.764,40.000,11646.955,-90.783
19-04-2014 14:20:32.503,59.280,0.0000000,0.0000000,400400,0.000,0.000,100.615,24.100,58.300,-2.974,104.764,40.000,11646.955,-90.783
19-04-2014 14:20:37.513,59.360,0.0000000,0.0000000,405600,0.000,0.000,100.614,24.200,58.500,-2.974,104.764,40.000,11646.955,-90.783
19-04-2014 14:20:42.519,59.360,0.0000000,0.0000000,410600,0.000,0.000,100.614,24.300,59.000,-2.974,104.764,40.000,11646.955,-90.783
19-04-2014 14:20:47.525,59.440,0.0000000,0.0000000,415600,0.000,0.000,100.613,24.300,60.800,-2.974,104.764,40.000,11646.955,-90.783
19-04-2014 14:20:52.535,59.530,0.0000000,0.0000000,420600,0.000,0.000,100.612,24.300,61.000,-2.974,104.764,40.000,11646.955,-90.783
19-04-2014 14:20:57.542,59.610,0.0000000,0.0000000,425800,0.000,0.000,100.611,24.300,60.400,-2.974,104.764,40.000,11646.955,-90.783
19-04-2014 14:21:02.549,59.700,0.0000000,0.0000000,430600,0.000,0.000,100.610,24.300,60.100,-2.974,104.764,40.000,11646.955,-90.783
19-04-2014 14:21:07.555,59.780,0.0000000,0.0000000,435600,0.000,0.000,100.609,24.400,59.900,-2.974,104.764,40.000,11646.955,-90.783
19-04-2014 14:21:12.562,59.780,0.0000000,0.0000000,440600,0.000,0.000,100.609,24.400,59.800,-2.974,104.764,40.000,11646.955,-90.783
19-04-2014 14:21:17.569,59.860,0.0000000,0.0000000,445600,0.000,0.000,100.608,24.400,59.800,-2.974,104.764,40.000,11646.955,-90.783
19-04-2014 14:21:22.576,59.860,0.0000000,0.0000000,450600,0.000,0.000,100.608,24.400,60.300,-2.974,104.764,40.000,11646.955,-90.783
19-04-2014 14:21:27.589,59.950,0.0000000,0.0000000,455600,0.000,0.000,100.607,24.400,60.300,-2.974,104.764,40.000,11646.955,-90.783
19-04-2014 14:21:32.595,60.030,0.0000000,0.0000000,460800,0.000,0.000,100.607,24.400,59.600,-2.974,104.764,40.000,11646.955,-90.783
