Time,Altitude(m),Lat(°),Lon(°),Timestamp,Wind Bearing(°),Wind Speed(m/s),Pressure(Pa),Temperature(°C), Humidity(%RH)Home Latitude(°),Home Longitude(°),Home Altitude(m),Distance From Home(m),Bearing From Home(°)
15-03-2014 16:08:20.370,48.150,-2.9145989,104.6852609,551311800,0.000,0.000,100.748,28.300,55.300,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:08:25.378,48.230,-2.9145989,104.6852609,551316800,0.000,0.000,100.747,28.400,55.700,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:08:30.384,48.230,-2.9145989,104.6852609,551321800,0.000,0.000,100.747,28.300,56.500,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:08:35.442,48.320,-2.9145989,104.6852609,551327000,0.000,0.000,100.746,28.300,55.800,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:08:40.449,48.320,-2.9145989,104.6852609,551332000,0.000,0.000,100.746,28.300,56.100,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:08:45.456,48.400,-2.9145989,104.6852609,551337000,0.000,0.000,100.746,28.300,55.700,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:08:50.464,48.320,-2.9145989,104.6852609,551342000,0.000,0.000,100.745,28.300,55.800,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:08:55.472,48.320,-2.9145989,104.6852609,551347000,0.000,0.000,100.746,28.300,55.900,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:09:00.480,48.320,-2.9145989,104.6852609,551352000,0.000,0.000,100.745,28.300,56.000,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:09:05.487,48.320,-2.9145989,104.6852609,551357200,0.000,0.000,100.746,28.300,56.200,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:09:10.495,48.400,-2.9145989,104.6852609,551362000,0.000,0.000,100.745,28.400,56.800,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:09:15.502,48.400,-2.9145989,104.6852609,551367000,0.000,0.000,100.745,28.400,57.100,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:09:20.510,48.480,-2.9145989,104.6852609,551372000,0.000,0.000,100.744,28.400,56.900,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:09:25.517,48.480,-2.9145989,104.6852609,551377000,0.000,0.000,100.744,28.400,56.500,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:09:30.525,48.480,-2.9145989,104.6852609,551382000,0.000,0.000,100.744,28.400,56.500,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:09:35.533,48.480,-2.9145989,104.6852609,551387000,0.000,0.000,100.744,28.400,56.700,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:09:40.540,48.480,-2.9145989,104.6852609,551392000,0.000,0.000,100.744,28.400,56.600,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:09:45.548,48.570,-2.9145989,104.6852609,551397000,0.000,0.000,100.744,28.400,56.300,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:09:50.556,48.570,-2.9145989,104.6852609,551402000,0.000,0.000,100.743,28.400,56.200,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:09:55.564,48.570,-2.9145989,104.6852609,551407000,0.000,0.000,100.743,28.500,56.200,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:10:00.571,48.650,-2.9145989,104.6852609,551412000,0.000,0.000,100.743,28.500,56.600,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:10:05.578,48.570,-2.9145989,104.6852609,551417200,0.000,0.000,100.742,28.500,56.600,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:10:10.585,48.570,-2.9145989,104.6852609,551422200,0.000,0.000,100.743,28.500,56.500,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:10:15.593,48.570,-2.9145989,104.6852609,551427200,0.000,0.000,100.743,28.500,56.400,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:10:20.600,48.570,-2.9145989,104.6852609,551432200,0.000,0.000,100.743,28.500,56.100,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:10:25.608,48.650,-2.9145989,104.6852609,551437200,0.000,0.000,100.743,28.500,56.000,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:10:30.615,48.650,-2.9145989,104.6852609,551442200,0.000,0.000,100.742,28.500,55.900,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:10:35.672,48.730,-2.9145989,104.6852609,551447200,0.000,0.000,100.742,28.400,55.800,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:10:40.681,48.650,-2.9145989,104.6852609,551452200,0.000,0.000,100.742,28.500,56.000,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:10:45.689,48.730,-2.9145989,104.6852609,551457200,0.000,0.000,100.742,28.500,56.800,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:10:50.696,48.730,-2.9145989,104.6852609,551462200,0.000,0.000,100.741,28.500,56.500,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:10:55.702,48.730,-2.9145989,104.6852609,551467200,0.000,0.000,100.741,28.500,56.200,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:11:00.710,48.730,-2.9145989,104.6852609,551472200,0.000,0.000,100.741,28.500,56.200,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:11:05.717,48.820,-2.9145989,104.6852609,551477200,0.000,0.000,100.741,28.500,55.900,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:11:10.724,48.820,-2.9145989,104.6852609,551482200,0.000,0.000,100.740,28.500,55.900,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:11:15.732,48.820,-2.9145989,104.6852609,551487200,0.000,0.000,100.740,28.500,55.600,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:11:20.738,48.820,-2.9145989,104.6852609,551492200,0.000,0.000,100.740,28.500,55.300,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:11:25.747,48.820,-2.9145989,104.6852609,551497200,0.000,0.000,100.740,28.500,55.200,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:11:30.756,48.820,-2.9145989,104.6852609,551502200,0.000,0.000,100.740,28.500,55.200,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:11:35.764,48.820,-2.9145989,104.6852609,551507400,0.000,0.000,100.740,28.500,55.200,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:11:40.771,48.820,-2.9145989,104.6852609,551512400,0.000,0.000,100.740,28.600,55.100,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:11:45.788,48.820,-2.9145989,104.6852609,551517400,0.000,0.000,100.739,28.600,55.300,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:11:50.810,48.820,-2.9145989,104.6852609,551522400,0.000,0.000,100.740,28.600,56.200,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:11:55.817,48.820,-2.9145989,104.6852609,551527400,0.000,0.000,100.740,28.600,56.300,-2.134,103.155,22.000,190.881,117.066
15-03-2014 16:12:00.824,48.730,-2.9145989,104.6852609,551532400,0.000,0.000,100.741,28.700,56.800,-2.134,103.155,22.000,190.881,117.066
